,Compiler,torchbench,huggingface,timm_models
eager,eager,1.01x,1.00x,1.00x
aot_eager,aot_eager,1.00x,1.00x,1.00x
inductor,inductor,1.46x,1.24x,1.22x
inductor_no_cudagraphs,inductor_no_cudagraphs,1.20x,1.21x,1.20x
